cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
single a,250,0,90,90,1,50,5,1000,10,10,5,5,1,255,255,255,255,255,255,1,10,0,0,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
single b,250,0,90,90,1,100,5,1000,10,10,5,5,1,255,255,255,255,255,255,1,10,0,0,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
single 45,0,0,45,45,1,100,10,1000,10,10,5,5,1,255,255,255,255,255,255,1,10,0,500,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
single 45,0,0,42,42,1,180,5,1000,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single 45,0,0,42,42,1,180,5,1000,10,10,5,5,1,255,255,0,255,255,0,1,0,0,0,0
single 45,0,0,42,42,1,180,5,1000,10,10,5,5,1,255,0,255,255,0,255,1,0,0,0,0
single 45,0,0,42,42,1,180,5,1000,10,10,5,5,1,255,0,0,255,0,0,1,0,0,0,0
single 45,0,0,42,42,1,180,5,1000,10,10,5,5,1,0,255,255,0,255,255,1,0,0,0,0
single 45,0,0,42,42,1,180,5,1000,10,10,5,5,1,0,255,0,0,255,0,1,0,0,0,0
single 45,0,0,42,42,1,180,5,1000,10,10,5,5,1,0,0,255,0,0,255,1,0,0,0,0
cls -1 blue,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
single 45,0,0,42,42,1,180,5,1000,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single 45,0,0,42,42,1,180,5,1000,10,10,5,5,1,255,255,0,255,255,0,1,0,0,0,0
single 45,0,0,42,42,1,180,5,1000,10,10,5,5,1,255,0,0,255,0,0,1,0,0,0,0
single 45,0,0,42,42,1,180,5,1000,10,10,5,5,1,255,0,0,255,0,0,1,0,0,0,0
single 45,0,0,42,42,1,180,5,1000,10,10,5,5,1,0,255,255,0,255,255,1,0,0,0,0
single 45,0,0,42,42,1,180,5,1000,10,10,5,5,1,0,255,0,0,255,0,1,0,0,0,0
single 45,0,0,42,42,1,180,5,1000,10,10,5,5,1,0,0,255,0,0,255,1,0,0,0,0
Delay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGLE A,400,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,500,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
More Jagged A,400,10,90,90,1,100,0,100,20,10,10,5,1,255,255,255,255,255,255,1,0,0,500,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
More Jagged B,400,10,90,90,1,100,0,100,50,10,25,5,1,255,255,255,255,255,255,1,0,0,500,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
More Jagged C,400,10,90,90,1,100,0,100,100,10,50,5,1,255,255,255,255,255,255,1,0,0,500,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
More Jagged D,400,10,90,90,1,100,0,100,200,10,100,5,1,255,255,255,255,255,255,1,0,0,500,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slow single 45,400,0,90,90,1,115,0,100,10,10,5,5,1,255,255,255,255,255,255,1,500,4,0,0
slow single 45,400,0,90,90,1,115,0,100,50,10,25,5,1,255,255,0,255,255,0,1,500,4,0,0
slow single 45,400,0,90,90,1,115,0,100,100,10,50,5,1,255,0,255,255,0,255,1,500,4,0,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULTIPLE,400,0,90,90,10,115,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,1,0,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULTIPLE,400,0,90,90,10,115,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0-,500,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULTIPLE,400,0,90,90,10,115,0,100,10,10,5,5,1,255,255,255,255,255,255,20,0,0-,0,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULTIPLE,400,0,90,90,10,115,0,100,100,10,50,5,1,255,255,0,255,255,0,20,0,0-,0,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULTIPLE,400,0,90,90,10,115,5,1000,100,10,50,5,1,255,255,0,255,255,0,20,0,0-,0,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULTIPLE,400,0,90,90,10,115,0,100,10,10,5,5,1,255,255,255,255,255,255,20,0,0-,0,0
MULTIPLE,400,0,45,90,10,75,0,100,10,10,5,5,1,255,255,255,255,255,255,20,0,0-,0,0
MULTIPLE,400,0,90,135,10,75,0,100,10,10,5,5,1,255,255,255,255,255,255,20,0,0-,0,0
MULTIPLE,400,0,0,180,10,50,0,50,10,10,5,5,1,0,0,0,255,255,0,20,0,0-,0,0
MULTIPLE,400,0,0,180,10,50,0,20,10,10,5,5,1,255,255,0,255,0,0,20,0,0-,1000,0
Delay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,0
Cls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-,500,0
single,10,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,20,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,30,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,40,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,50,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,60,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,70,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,80,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,90,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,100,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,110,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,120,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,130,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,140,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,150,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,160,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,170,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,180,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,190,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,200,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,210,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,220,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,230,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,240,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,250,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,260,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,270,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,280,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,290,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,300,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,310,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,320,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,330,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,340,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,350,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,360,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,370,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,380,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,390,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,400,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,410,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,420,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,430,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,440,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,450,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,460,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,470,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,480,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,490,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,500,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,510,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,520,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,530,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,540,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,550,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,560,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,570,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,580,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,590,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,600,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,610,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,620,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,630,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,640,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,650,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,660,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,670,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,680,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,690,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,0,0
single,700,10,90,90,1,100,0,100,10,10,5,5,1,255,255,255,255,255,255,1,0,0,1000,0
Delay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,0
Cls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-,500,0
small,400,300,0,0,11,2,11,400,10,10,5,5,10,255,255,255,255,255,255,20,0,0-,0,0
large,400,300,0,0,11,11,11,400,10,10,5,5,111,255,255,255,255,255,255,2,0,0-,0,0
large,400,300,0,360,11,11,11,400,10,10,5,5,111,255,255,255,255,255,255,2,0,0-,0,0
large,400,300,0,360,11,11,11,50,10,10,5,5,111,255,255,255,255,255,0,3,0,0-,0,0
Delay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross,400,200,0,360,10,70,0,200,10,10,5,5,1,0,0,0,0,0,255,50,0,0-,0,0
Cross,400,200,0,360,10,35,0,150,10,10,5,5,1,255,255,0,255,0,0,50,0,0-,0,0
Cross,400,200,90,90,10,115,0,100,10,10,5,5,1,255,255,255,255,255,255,20,0,0-,0,0
Cross,400,200,270,270,10,50,0,100,10,10,5,5,1,255,255,255,255,255,255,20,0,0-,0,0
Cross,400,200,180,180,10,50,0,100,10,10,5,5,1,255,255,255,255,255,255,20,0,0-,0,0
Cross,400,200,0,0,10,50,0,100,10,10,5,5,1,255,255,255,255,255,255,20,0,0-,2000,0
Delay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,0
Cls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-,500,0
Starburst 1,400,250,0,360,5,50,5,100,10,10,5,5,10,255,255,255,255,255,255,50,0,0,0,0
Delay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,0
Cls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-,500,0
Starburst 1,400,250,0,360,5,50,5,100,10,10,5,5,1,255,255,255,255,255,255,100,0,0,0,0
Delay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,0
Cls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-,500,0
 misc burst,400,250,0,360,10,20,20,100,5,10,5,5,1,255,255,255,0,0,0,10,0,0,0,0
 misc burst,400,250,0,360,10,20,20,100,20,10,5,20,1,255,255,255,0,0,0,10,0,0,0,0
 misc burst,400,250,0,360,10,20,0,100,5,10,5,3,1,255,255,255,0,0,0,100,0,0,0,0
 misc burst,500,300,0,360,10,20,0,100,10,5,3,5,1,255,255,255,0,0,0,100,0,0,0,0
Delay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,0
0 - Clear Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-,500,0
Mr. King -- hair,400,600,230,310,10,100,0,400,10,10,5,5,1,0,0,0,255,255,255,20,0,0-,0,0
Mr. King -- hair,400,625,240,300,3,120,0,400,10,10,5,5,1,0,0,0,255,255,255,20,0,0-,0,0
Mr. King -- hair,400,650,250,280,3,120,0,400,10,10,5,5,1,0,0,0,255,255,255,20,0,0-,0,0
Mr. King -- eyeL,250,400,0,0,11,10,0,400,10,10,5,5,10,255,255,255,255,255,255,20,0,0-,0,0
Mr. King -- eyeL,350,400,180,180,11,10,0,400,10,10,5,5,10,255,255,255,255,255,255,20,0,0-,0,0
Mr. King -- eyeL,300,400,0,0,11,2,0,400,10,10,5,5,10,0,0,0,255,255,255,20,0,0-,0,0
Mr. King -- eyeR,500,400,0,0,11,10,0,400,10,10,5,5,10,255,255,255,255,255,255,20,0,0-,0,0
Mr. King -- eyeR,600,400,180,180,11,10,0,400,10,10,5,5,10,255,255,255,255,255,255,20,0,0-,0,0
Mr. King -- eyeR,550,400,0,0,11,2,0,400,10,10,5,5,10,0,0,0,255,255,255,20,0,0-,0,0
Mr. King -- eyeR,450,450,10,170,11,20,0,100,10,10,5,5,10,0,0,0,255,255,255,20,0,0-,0,0
Mr. King -- eyeR,450,450,10,170,11,20,0,100,10,10,5,5,10,0,0,0,255,255,255,1,0,0-,4000,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shaggy 1,400,10,0,0,1,1000,0,100,10,5,5,2,1,255,255,255,255,255,255,1,0,0,0,1
shaggy 1,400,10,0,0,1,1000,0,100,10,5,5,2,1,255,255,0,255,255,0,1,0,0,0,1
shaggy 1,400,10,0,0,1,1000,0,100,10,5,5,2,1,255,0,255,255,0,255,1,0,0,0,1
shaggy 1,400,10,0,0,1,1000,0,100,10,5,5,2,1,0,255,255,0,255,255,1,0,0,1000,1
Delay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,0
Cls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-,500,0
Shaggy Plasma 1,250,150,0,360,5,200,5,50,10,10,5,5,1,255,255,255,255,255,255,10,0,0,0,1
Cls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-,500,0
Shaggy Plasma 1,350,250,0,360,5,1000,5,75,10,10,5,5,1,255,255,255,255,255,255,10,0,0,0,1
Starburst 1,350,250,0,360,5,15,5,75,10,10,5,5,1,255,255,255,255,255,255,100,0,0,0,0
Starburst 1,350,250,0,360,5,15,5,65,10,10,5,5,1,255,255,0,0,0,255,100,0,0,0,0
Starburst 1,350,250,0,360,5,10,5,50,10,10,5,5,1,255,255,0,255,0,0,100,0,0,0,0
Starburst 1,350,250,0,360,5,7,5,30,10,10,5,5,1,255,255,0,255,255,0,100,0,0,0,0
Starburst 1,350,250,0,360,5,5,20,20,10,10,5,5,1,255,255,0,255,255,255,100,0,0,0,0
Starburst 1,350,250,0,360,5,5,20,20,10,10,5,5,1,255,255,0,255,0,255,100,0,0,0,0
Delay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3000,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shaggy 1,400,10,0,0,1,1000,5,1000,10,5,5,2,1,255,255,255,255,255,255,1,0,0,0,1
shaggy 1,400,10,0,0,1,1000,5,1000,10,5,5,2,1,255,255,0,255,255,0,1,0,0,0,1
shaggy 1,400,10,0,0,1,1000,5,1000,10,5,5,2,1,255,0,255,255,0,255,1,0,0,0,1
shaggy 1,400,10,0,0,1,1000,5,1000,10,5,5,2,1,0,255,255,0,255,255,1,0,0,1000,1
Delay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,0
cls 0 white,0,0,0,0,0,0,0,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,0,0
blue iris,400,300,0,360,5,40,0,220,10,10,5,5,1,0,0,255,255,255,255,100,0,0,0,0
pupil,400,300,0,360,5,20,0,100,10,10,5,5,1,0,0,0,0,0,255,300,0,0,0,0
pupil,400,300,0,360,5,20,20,100,10,10,5,5,1,200,200,200,0,0,255,5,0,0,5000,0
Delay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,0
cls 0 black,0,0,0,0,0,0,0,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,0,0
veins,400,300,0,360,5,90,0,100,10,10,5,5,1,255,0,0,255,0,0,10,0,0,0,0
dark blue iris,400,300,0,360,5,40,0,220,10,10,5,5,7,0,0,200,255,255,255,100,0,0,0,0
blue iris,400,300,0,360,5,40,0,220,10,10,5,5,1,0,0,255,255,255,255,100,0,0,0,0
pupil,400,300,0,360,5,20,0,100,10,10,5,5,1,0,0,0,0,0,255,300,0,0,5000,0
pupil,400,300,0,360,5,20,20,100,10,10,5,5,1,200,200,200,0,0,255,50,0,0,5000,0
Delay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,0
